Name,Supercategory,Bounding Box,Area,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Location,Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,publisher,printer,Related Publication,Subject,depicted,Associated Place,Artist,Sitter,Exhibition Label,Provenance,Object number,Restrictions & Rights,Type,Medium,Dimensions,Topic,Place,Possibly,Created by,Worn by,Description,Place used,Classification,Manufactured by,Subject of,Exhibition,On View,associated,depicted (sitter),decorative motif,associated date,Exhibition Location,used,associated location,manufacturer,Place Made,location of statue in painting
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_44_sleeve_1.jpg,44,"Helmet Frontpiece, ""Neptune Hose 2""",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This leather frontpiece was made by Cairns & Brother of New York, New York during the 19th century. The frontpiece is made of brown leather, with stitched red leather lettering on a white background that reads “NEPTUNE/HOSE/2.”']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1464'],['2005.0233.1464'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 8 in; 20.32 cm'],"['United States: New York, New York City']","['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1394873'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-2ebe-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00643.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_44_dress_2.jpg,44,"Helmet Frontpiece, ""Neptune Hose 2""",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This leather frontpiece was made by Cairns & Brother of New York, New York during the 19th century. The frontpiece is made of brown leather, with stitched red leather lettering on a white background that reads “NEPTUNE/HOSE/2.”']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1464'],['2005.0233.1464'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 8 in; 20.32 cm'],"['United States: New York, New York City']","['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1394873'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-2ebe-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00643.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_45_sleeve_0.jpg,45,"Fire Helmet, ""America Hose”",National Museum of American History,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made in the 19th century for the American Hose Company Number 2. The black helmet is comprised of eight combs with a metal eagle frontpiece holder on the crown and an embossed rosette decoration around the brim. The leather frontpiece is wired to the hat, and reads “AMERICA/HOSE/2/ECK.” The initials “ECK” likely identified the owner of the helmet.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0133'],['2005.0233.0133'],['2005.0233'],"['helmet, fire']",,['leather (overall material)'],['overall: 8 in x 15 in; 20.32 cm x 38.1 cm'],,"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1335301'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-62f4-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05003.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_45_sleeve_1.jpg,45,"Fire Helmet, ""America Hose”",National Museum of American History,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made in the 19th century for the American Hose Company Number 2. The black helmet is comprised of eight combs with a metal eagle frontpiece holder on the crown and an embossed rosette decoration around the brim. The leather frontpiece is wired to the hat, and reads “AMERICA/HOSE/2/ECK.” The initials “ECK” likely identified the owner of the helmet.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0133'],['2005.0233.0133'],['2005.0233'],"['helmet, fire']",,['leather (overall material)'],['overall: 8 in x 15 in; 20.32 cm x 38.1 cm'],,"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1335301'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-62f4-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05003.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_45_dress_2.jpg,45,"Fire Helmet, ""America Hose”",National Museum of American History,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made in the 19th century for the American Hose Company Number 2. The black helmet is comprised of eight combs with a metal eagle frontpiece holder on the crown and an embossed rosette decoration around the brim. The leather frontpiece is wired to the hat, and reads “AMERICA/HOSE/2/ECK.” The initials “ECK” likely identified the owner of the helmet.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0133'],['2005.0233.0133'],['2005.0233'],"['helmet, fire']",,['leather (overall material)'],['overall: 8 in x 15 in; 20.32 cm x 38.1 cm'],,"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1335301'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-62f4-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05003.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_46_sleeve_0.jpg,46,"Fire Helmet, ""Friendship / 15 / 1796""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0226'],['2005.0233.0226'],['2005.0233'],"['helmet, fire']",,['leather (overall material)'],['overall: 8 1/2 in x 14 in; 21.59 cm x 35.56 cm'],"['United States: New York, New York City']","['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1335198'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-5baf-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05452.jpg,,,,,,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather helmet was manufactured by Cairns & Brother of New York, New York around the late 19th century. The helmet has eight combs with an ivy vine scrollwork pattern stamped into the brim of the helmet. The metal eagle’s head mounted on the crown of the helmet serves as a frontpiece holder for the gold leather frontpiece that reads “FRIENDSHIP / 15 / 1796.” The Friendship Fire Engine Company of Northern Liberties, Philadelphia was founded August 18, 1796 and operated as a hand engine company until 1871 when Philadelphia’s paid firefighting department was established.']",,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_46_sleeve_1.jpg,46,"Fire Helmet, ""Friendship / 15 / 1796""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0226'],['2005.0233.0226'],['2005.0233'],"['helmet, fire']",,['leather (overall material)'],['overall: 8 1/2 in x 14 in; 21.59 cm x 35.56 cm'],"['United States: New York, New York City']","['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1335198'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-5baf-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05452.jpg,,,,,,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather helmet was manufactured by Cairns & Brother of New York, New York around the late 19th century. The helmet has eight combs with an ivy vine scrollwork pattern stamped into the brim of the helmet. The metal eagle’s head mounted on the crown of the helmet serves as a frontpiece holder for the gold leather frontpiece that reads “FRIENDSHIP / 15 / 1796.” The Friendship Fire Engine Company of Northern Liberties, Philadelphia was founded August 18, 1796 and operated as a hand engine company until 1871 when Philadelphia’s paid firefighting department was established.']",,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_46_dress_2.jpg,46,"Fire Helmet, ""Friendship / 15 / 1796""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0226'],['2005.0233.0226'],['2005.0233'],"['helmet, fire']",,['leather (overall material)'],['overall: 8 1/2 in x 14 in; 21.59 cm x 35.56 cm'],"['United States: New York, New York City']","['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1335198'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-5baf-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05452.jpg,,,,,,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather helmet was manufactured by Cairns & Brother of New York, New York around the late 19th century. The helmet has eight combs with an ivy vine scrollwork pattern stamped into the brim of the helmet. The metal eagle’s head mounted on the crown of the helmet serves as a frontpiece holder for the gold leather frontpiece that reads “FRIENDSHIP / 15 / 1796.” The Friendship Fire Engine Company of Northern Liberties, Philadelphia was founded August 18, 1796 and operated as a hand engine company until 1871 when Philadelphia’s paid firefighting department was established.']",,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_47_sleeve_0.jpg,47,"Helmet Frontpiece, “Northern Liberty Hose""",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This Northern Liberty leather frontpiece was manufactured between 1860 and 1880. The frontpiece originally had white lettering that read “NORTHERN LIBERTY / HOSE” but many of the letters are now missing. The center of the shield is a faded painted image of Lady Liberty leaning against the shield of the United States, with a pole in her left hand with a liberty cap on top. The Northern Liberty Hose Company was founded in 1828 in the Northern Liberty neighborhood of Philadelphia. Its name was changed in 1859 to “Northern Liberty Hose and Steam Fire Engine Company No.4” when it acquired a steam fire engine. The company was active until 1871 when Philadelphia’s paid firefighting department was established. The same image of Lady Liberty can be seen an earlier Northern Liberty parade hat seen in object number 2005.0233.0073.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1442'],['2005.0233.1442'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 7 in x 6 in; 17.78 cm x 15.24 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1394787'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-2df0-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00621.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_47_sleeve_1.jpg,47,"Helmet Frontpiece, “Northern Liberty Hose""",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This Northern Liberty leather frontpiece was manufactured between 1860 and 1880. The frontpiece originally had white lettering that read “NORTHERN LIBERTY / HOSE” but many of the letters are now missing. The center of the shield is a faded painted image of Lady Liberty leaning against the shield of the United States, with a pole in her left hand with a liberty cap on top. The Northern Liberty Hose Company was founded in 1828 in the Northern Liberty neighborhood of Philadelphia. Its name was changed in 1859 to “Northern Liberty Hose and Steam Fire Engine Company No.4” when it acquired a steam fire engine. The company was active until 1871 when Philadelphia’s paid firefighting department was established. The same image of Lady Liberty can be seen an earlier Northern Liberty parade hat seen in object number 2005.0233.0073.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1442'],['2005.0233.1442'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 7 in x 6 in; 17.78 cm x 15.24 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1394787'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-2df0-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00621.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_47_dress_2.jpg,47,"Helmet Frontpiece, “Northern Liberty Hose""",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This Northern Liberty leather frontpiece was manufactured between 1860 and 1880. The frontpiece originally had white lettering that read “NORTHERN LIBERTY / HOSE” but many of the letters are now missing. The center of the shield is a faded painted image of Lady Liberty leaning against the shield of the United States, with a pole in her left hand with a liberty cap on top. The Northern Liberty Hose Company was founded in 1828 in the Northern Liberty neighborhood of Philadelphia. Its name was changed in 1859 to “Northern Liberty Hose and Steam Fire Engine Company No.4” when it acquired a steam fire engine. The company was active until 1871 when Philadelphia’s paid firefighting department was established. The same image of Lady Liberty can be seen an earlier Northern Liberty parade hat seen in object number 2005.0233.0073.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1442'],['2005.0233.1442'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 7 in x 6 in; 17.78 cm x 15.24 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1394787'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-2df0-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00621.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_48_sleeve_0.jpg,48,"Fire Helmet, ""Hope Fire 1 EAH""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art collection'],['2005.0233.0164'],['2005.0233.0164'],['2005.0233'],"['helmet, fire']",,"['leather (overall material)', 'black (overall color)']",['overall: 8 5/8 in x 10 5/8 in x 14 3/4 in; 21.9075 cm x 26.9875 cm x 37.465 cm'],,"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1332321'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-30f7-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05158.jpg,,,,"['Fire Fighting', 'Costume']",,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made by William H. Wilson of New York, New York in the mid-to-late 19th century. The helmet is painted black and its eight combs are painted gold. The date “1850” is painted in gold on the rear brim, and a metal eagle frontpiece holder is mounted on the crown. The frontpiece is gold overall with a large gold number “1” in the center of a red background. An upper red banner reads “HOPE FIRE Co.” with a lower black banner bearing the initials “EAH” in gold. Hope was a common name among 19th century fire companies, so the exact company that used this hat is unknown, but the date of 1850 is the founding date of the Hope Hose Company of Burlington, New Jersey.']",,,,,,,,,,,,,,"['Wilson, William H.']",,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_48_sleeve_1.jpg,48,"Fire Helmet, ""Hope Fire 1 EAH""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art collection'],['2005.0233.0164'],['2005.0233.0164'],['2005.0233'],"['helmet, fire']",,"['leather (overall material)', 'black (overall color)']",['overall: 8 5/8 in x 10 5/8 in x 14 3/4 in; 21.9075 cm x 26.9875 cm x 37.465 cm'],,"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1332321'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-30f7-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05158.jpg,,,,"['Fire Fighting', 'Costume']",,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made by William H. Wilson of New York, New York in the mid-to-late 19th century. The helmet is painted black and its eight combs are painted gold. The date “1850” is painted in gold on the rear brim, and a metal eagle frontpiece holder is mounted on the crown. The frontpiece is gold overall with a large gold number “1” in the center of a red background. An upper red banner reads “HOPE FIRE Co.” with a lower black banner bearing the initials “EAH” in gold. Hope was a common name among 19th century fire companies, so the exact company that used this hat is unknown, but the date of 1850 is the founding date of the Hope Hose Company of Burlington, New Jersey.']",,,,,,,,,,,,,,"['Wilson, William H.']",,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_48_dress_2.jpg,48,"Fire Helmet, ""Hope Fire 1 EAH""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art collection'],['2005.0233.0164'],['2005.0233.0164'],['2005.0233'],"['helmet, fire']",,"['leather (overall material)', 'black (overall color)']",['overall: 8 5/8 in x 10 5/8 in x 14 3/4 in; 21.9075 cm x 26.9875 cm x 37.465 cm'],,"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1332321'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-30f7-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05158.jpg,,,,"['Fire Fighting', 'Costume']",,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made by William H. Wilson of New York, New York in the mid-to-late 19th century. The helmet is painted black and its eight combs are painted gold. The date “1850” is painted in gold on the rear brim, and a metal eagle frontpiece holder is mounted on the crown. The frontpiece is gold overall with a large gold number “1” in the center of a red background. An upper red banner reads “HOPE FIRE Co.” with a lower black banner bearing the initials “EAH” in gold. Hope was a common name among 19th century fire companies, so the exact company that used this hat is unknown, but the date of 1850 is the founding date of the Hope Hose Company of Burlington, New Jersey.']",,,,,,,,,,,,,,"['Wilson, William H.']",,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_49_sleeve_0.jpg,49,"Helmet Frontpiece, “Philadelphia Fire Dept. Engine Co. 26”",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This patent leather frontpiece was made by Cairns & Brother of New York, New York the mid-20th century. The frontpiece has a brown leather exterior with cutouts revealing a white interior. The frontpiece has stitching around its white recessed upper and lower banner, with stitching also around its edge. The upper banner reads “365” in black paint; the lower banner has the initials “PFD” in black paint. The center of the frontpiece has cut-outs to shape a recessed number “26” in white, surrounded by stitching.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1504'],['2005.0233.1504'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 6 in x 4 1/4 in; 15.24 cm x 10.795 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1395405'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-45dc-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00683.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_49_sleeve_1.jpg,49,"Helmet Frontpiece, “Philadelphia Fire Dept. Engine Co. 26”",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This patent leather frontpiece was made by Cairns & Brother of New York, New York the mid-20th century. The frontpiece has a brown leather exterior with cutouts revealing a white interior. The frontpiece has stitching around its white recessed upper and lower banner, with stitching also around its edge. The upper banner reads “365” in black paint; the lower banner has the initials “PFD” in black paint. The center of the frontpiece has cut-outs to shape a recessed number “26” in white, surrounded by stitching.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1504'],['2005.0233.1504'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 6 in x 4 1/4 in; 15.24 cm x 10.795 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1395405'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-45dc-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00683.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
